Date,Region/City,Region/City-Eng,Region_ID,Day-Confirmed,Day-Deaths,Day-Recovered,Confirmed,Deaths,Recovered
2020-01-26,Diamond Princess,Diamond Princess,,3.0,0.0,0.0,3.0,0.0,0.0
2020-01-31,Тюменская область,Tyumen region,72.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-01-31,Забайкальский край,Zabaykalsky Krai,75.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-02-12,Тюменская область,Tyumen region,72.0,0.0,0.0,1.0,1.0,0.0,1.0
2020-02-12,Забайкальский край,Zabaykalsky Krai,75.0,0.0,0.0,1.0,1.0,0.0,1.0
2020-02-03,Московская область,Moscow region,50.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-05,Санкт-Петербург,St. Petersburg,78.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-06,Москва,Moscow,77.0,5.0,0.0,0.0,5.0,0.0,0.0
2020-03-06,Нижегородская область,Nizhny Novgorod Region,52.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-06,Diamond Princess,Diamond Princess,,0.0,0.0,3.0,3.0,0.0,3.0
2020-03-07,Москва,Moscow,77.0,0.0,0.0,1.0,5.0,0.0,1.0
2020-03-07,Санкт-Петербург,St. Petersburg,78.0,1.0,0.0,0.0,2.0,0.0,0.0
2020-03-07,Липецкая область,Lipetsk region,48.0,3.0,0.0,0.0,3.0,0.0,0.0
2020-03-08,Московская область,Moscow region,50.0,1.0,0.0,0.0,2.0,0.0,0.0
2020-03-08,Белгородская область,Belgorod region,31.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-08,Калининградская область,Kaliningrad region,39.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-09,Москва,Moscow,77.0,3.0,0.0,0.0,8.0,0.0,1.0
2020-03-11,Москва,Moscow,77.0,6.0,0.0,0.0,14.0,0.0,1.0
2020-03-11,Московская область,Moscow region,50.0,2.0,0.0,0.0,4.0,0.0,0.0
2020-03-12,Москва,Moscow,77.0,4.0,0.0,0.0,18.0,0.0,1.0
2020-03-12,Калининградская область,Kaliningrad region,39.0,1.0,0.0,0.0,2.0,0.0,0.0
2020-03-12,Краснодарский край,Krasnodar region,23.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-13,Москва,Moscow,77.0,5.0,0.0,0.0,23.0,0.0,1.0
2020-03-13,Московская область,Moscow region,50.0,1.0,0.0,0.0,5.0,0.0,0.0
2020-03-13,Санкт-Петербург,St. Petersburg,78.0,3.0,0.0,0.0,5.0,0.0,0.0
2020-03-13,Ленинградская область,Leningrad region,47.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-13,Пермский край,Perm,59.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-14,Москва,Moscow,77.0,9.0,0.0,0.0,32.0,0.0,1.0
2020-03-14,Московская область,Moscow region,50.0,1.0,0.0,0.0,6.0,0.0,0.0
2020-03-14,Санкт-Петербург,St. Petersburg,78.0,1.0,0.0,0.0,6.0,0.0,0.0
2020-03-14,Кемеровская область,Kemerovo region,42.0,2.0,0.0,0.0,2.0,0.0,0.0
2020-03-14,Калининградская область,Kaliningrad region,39.0,1.0,0.0,0.0,3.0,0.0,0.0
2020-03-15,Московская область,Moscow region,50.0,3.0,0.0,0.0,9.0,0.0,0.0
2020-03-15,Тюменская область,Tyumen region,72.0,1.0,0.0,0.0,2.0,0.0,1.0
2020-03-16,Москва,Moscow,77.0,20.0,0.0,0.0,52.0,0.0,1.0
2020-03-16,Санкт-Петербург,St. Petersburg,78.0,3.0,0.0,2.0,9.0,0.0,2.0
2020-03-16,Московская область,Moscow region,50.0,1.0,0.0,0.0,10.0,0.0,0.0
2020-03-16,Самарская область,Samara Region,63.0,3.0,0.0,0.0,3.0,0.0,0.0
2020-03-16,Кировская область,Kirov region,43.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-16,Пермский край,Perm,59.0,1.0,0.0,0.0,2.0,0.0,0.0
2020-03-16,Республика Коми,Komi Republic,11.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-17,Москва,Moscow,77.0,3.0,0.0,0.0,55.0,0.0,1.0
2020-03-17,Самарская область,Samara Region,63.0,2.0,0.0,0.0,5.0,0.0,0.0
2020-03-17,Калининградская область,Kaliningrad region,39.0,2.0,0.0,0.0,5.0,0.0,0.0
2020-03-17,Тверская область,Tver region,69.0,2.0,0.0,0.0,2.0,0.0,0.0
2020-03-17,Московская область,Moscow region,50.0,2.0,0.0,0.0,12.0,0.0,0.0
2020-03-17,Красноярский край,Krasnoyarsk region,24.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-17,Тамбовская область,Tambov Region,68.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-17,Калужская область,Kaluga region,40.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-17,Нижегородская область,Nizhny Novgorod Region,52.0,1.0,0.0,1.0,2.0,0.0,1.0
2020-03-17,Пензенская область,Penza region,58.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-17,Республика Татарстан,Republic of Tatarstan,16.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-17,Республика Хакасия,The Republic of Khakassia,19.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-17,Свердловская область,Sverdlovsk region,66.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-17,Архангельская область,Arkhangelsk region,29.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-17,Ярославская область,Yaroslavl region,76.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-18,Москва,Moscow,77.0,31.0,0.0,0.0,86.0,0.0,1.0
2020-03-18,Томская область,Tomsk region,70.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-18,Новосибирская область,Novosibirsk region,54.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-19,Москва,Moscow,77.0,12.0,0.0,4.0,98.0,0.0,5.0
2020-03-19,Московская область,Moscow region,50.0,5.0,0.0,1.0,17.0,0.0,1.0
2020-03-19,Свердловская область,Sverdlovsk region,66.0,5.0,0.0,0.0,6.0,0.0,0.0
2020-03-19,Тульская область,Tula region,71.0,3.0,0.0,0.0,3.0,0.0,0.0
2020-03-19,Красноярский край,Krasnoyarsk region,24.0,3.0,0.0,0.0,4.0,0.0,0.0
2020-03-19,Хабаровский край,Khabarovsk region,27.0,3.0,0.0,0.0,3.0,0.0,0.0
2020-03-19,Тамбовская область,Tambov Region,68.0,2.0,0.0,0.0,3.0,0.0,0.0
2020-03-19,Воронежская область,Voronezh region,36.0,2.0,0.0,0.0,2.0,0.0,0.0
2020-03-19,Краснодарский край,Krasnodar region,23.0,2.0,0.0,0.0,3.0,0.0,0.0
2020-03-19,Кировская область,Kirov region,43.0,2.0,0.0,0.0,3.0,0.0,0.0
2020-03-19,Ивановская область,Ivanovo region,37.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-19,Рязанская область,Ryazan Oblast,62.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-19,Мурманская область,Murmansk region,51.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-19,Нижегородская область,Nizhny Novgorod Region,52.0,1.0,0.0,0.0,3.0,0.0,1.0
2020-03-19,Пермский край,Perm,59.0,1.0,0.0,0.0,3.0,0.0,0.0
2020-03-19,Новосибирская область,Novosibirsk region,54.0,1.0,0.0,0.0,2.0,0.0,0.0
2020-03-19,Республика Саха (Якутия),The Republic of Sakha (Yakutia),14.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-19,Оренбургская область,Orenburg region,56.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-19,Ханты-Мансийский АО,Khanty-Mansiysk,86.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-19,Санкт-Петербург,St. Petersburg,78.0,1.0,0.0,0.0,10.0,0.0,2.0
2020-03-19,Республика Чувашия,Chuvash Republic,21.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-19,Саратовская область,Saratov region,64.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-19,Тверская область,Tver region,69.0,1.0,0.0,0.0,3.0,0.0,0.0
2020-03-19,Липецкая область,Lipetsk region,48.0,0.0,0.0,3.0,3.0,0.0,3.0
2020-03-20,Москва,Moscow,77.0,33.0,0.0,0.0,131.0,0.0,5.0
2020-03-20,Республика Саха (Якутия),The Republic of Sakha (Yakutia),14.0,6.0,0.0,0.0,7.0,0.0,0.0
2020-03-20,Санкт-Петербург,St. Petersburg,78.0,4.0,0.0,0.0,14.0,0.0,2.0
2020-03-20,Самарская область,Samara Region,63.0,4.0,0.0,0.0,9.0,0.0,0.0
2020-03-20,Кировская область,Kirov region,43.0,2.0,0.0,0.0,5.0,0.0,0.0
2020-03-20,Новосибирская область,Novosibirsk region,54.0,2.0,0.0,0.0,4.0,0.0,0.0
2020-03-20,Московская область,Moscow region,50.0,1.0,0.0,0.0,18.0,0.0,1.0
2020-03-20,Ульяновская область,Ulyanovsk region,73.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-20,Тюменская область,Tyumen region,72.0,1.0,0.0,0.0,3.0,0.0,1.0
2020-03-20,Калининградская область,Kaliningrad region,39.0,0.0,0.0,1.0,5.0,0.0,1.0
2020-03-21,Московская область,Moscow region,50.0,17.0,0.0,0.0,35.0,0.0,1.0
2020-03-21,Москва,Moscow,77.0,6.0,0.0,3.0,137.0,0.0,8.0
2020-03-21,Республика Татарстан,Republic of Tatarstan,16.0,5.0,0.0,0.0,6.0,0.0,0.0
2020-03-21,Нижегородская область,Nizhny Novgorod Region,52.0,4.0,0.0,0.0,7.0,0.0,1.0
2020-03-21,Свердловская область,Sverdlovsk region,66.0,3.0,0.0,0.0,9.0,0.0,0.0
2020-03-21,Тульская область,Tula region,71.0,2.0,0.0,0.0,5.0,0.0,0.0
2020-03-21,Калининградская область,Kaliningrad region,39.0,2.0,0.0,0.0,7.0,0.0,1.0
2020-03-21,Санкт-Петербург,St. Petersburg,78.0,2.0,0.0,0.0,16.0,0.0,2.0
2020-03-21,Кабардино-Балкарская Республика,Kabardino-Balkar Republic,7.0,2.0,0.0,0.0,2.0,0.0,0.0
2020-03-21,Краснодарский край,Krasnodar region,23.0,2.0,0.0,0.0,5.0,0.0,0.0
2020-03-21,Рязанская область,Ryazan Oblast,62.0,1.0,0.0,0.0,2.0,0.0,0.0
2020-03-21,Ставропольский край,Stavropol region,26.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-21,Курганская область,Kurgan region,45.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-21,Челябинская область,Chelyabinsk region,74.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-21,Ханты-Мансийский АО,Khanty-Mansiysk,86.0,1.0,0.0,0.0,2.0,0.0,0.0
2020-03-21,Красноярский край,Krasnoyarsk region,24.0,1.0,0.0,0.0,5.0,0.0,0.0
2020-03-21,Хабаровский край,Khabarovsk region,27.0,1.0,0.0,0.0,4.0,0.0,0.0
2020-03-21,Республика Крым,Republic of Crimea,82.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-22,Москва,Moscow,77.0,54.0,0.0,0.0,191.0,0.0,8.0
2020-03-22,Новгородская область,Novgorod region,53.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-22,Кировская область,Kirov region,43.0,2.0,0.0,0.0,7.0,0.0,0.0
2020-03-22,Архангельская область,Arkhangelsk region,29.0,1.0,0.0,0.0,2.0,0.0,0.0
2020-03-22,Брянская область,Bryansk region,32.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-22,Удмуртская Республика,Udmurt republic,18.0,2.0,0.0,0.0,2.0,0.0,0.0
2020-03-23,Москва,Moscow,77.0,71.0,0.0,1.0,262.0,0.0,9.0
2020-03-23,Московская область,Moscow region,50.0,0.0,0.0,1.0,35.0,0.0,2.0
2020-03-24,Москва,Moscow,77.0,28.0,0.0,0.0,290.0,0.0,9.0
2020-03-24,Санкт-Петербург,St. Petersburg,78.0,5.0,0.0,0.0,21.0,0.0,2.0
2020-03-24,Воронежская область,Voronezh region,36.0,4.0,0.0,0.0,6.0,0.0,0.0
2020-03-24,Свердловская область,Sverdlovsk region,66.0,4.0,0.0,0.0,13.0,0.0,0.0
2020-03-24,Республика Башкортостан,Republic of Bashkortostan,2.0,3.0,0.0,0.0,3.0,0.0,0.0
2020-03-24,Липецкая область,Lipetsk region,48.0,2.0,0.0,0.0,5.0,0.0,3.0
2020-03-24,Орловская область,Oryol Region,57.0,2.0,0.0,0.0,2.0,0.0,0.0
2020-03-24,Ленинградская область,Leningrad region,47.0,2.0,0.0,0.0,3.0,0.0,0.0
2020-03-24,Приморский край,Primorsky Krai,25.0,2.0,0.0,0.0,2.0,0.0,0.0
2020-03-24,Калужская область,Kaluga region,40.0,1.0,0.0,0.0,2.0,0.0,0.0
2020-03-24,Чеченская Республика,Chechen Republic,95.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-24,Волгоградская область,Volgograd region,34.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-24,Республика Татарстан,Republic of Tatarstan,16.0,1.0,0.0,0.0,7.0,0.0,0.0
2020-03-24,Самарская область,Samara Region,63.0,1.0,0.0,0.0,10.0,0.0,0.0
2020-03-24,Московская область,Moscow region,50.0,0.0,0.0,1.0,35.0,0.0,3.0
2020-03-24,Кемеровская область,Kemerovo region,42.0,0.0,0.0,1.0,2.0,0.0,1.0
2020-03-24,Красноярский край,Krasnoyarsk region,24.0,0.0,0.0,3.0,5.0,0.0,3.0
2020-03-25,Москва,Moscow,77.0,120.0,0.0,5.0,410.0,0.0,14.0
2020-03-25,Московская область,Moscow region,50.0,6.0,0.0,0.0,41.0,0.0,3.0
2020-03-25,Республика Крым,Republic of Crimea,82.0,6.0,0.0,0.0,7.0,0.0,0.0
2020-03-25,Псковская область,Pskov region,60.0,4.0,0.0,0.0,4.0,0.0,0.0
2020-03-25,Краснодарский край,Krasnodar region,23.0,4.0,0.0,0.0,9.0,0.0,0.0
2020-03-25,Оренбургская область,Orenburg region,56.0,3.0,0.0,0.0,4.0,0.0,0.0
2020-03-25,Республика Саха (Якутия),The Republic of Sakha (Yakutia),14.0,3.0,0.0,0.0,10.0,0.0,0.0
2020-03-25,Тульская область,Tula region,71.0,2.0,0.0,0.0,7.0,0.0,0.0
2020-03-25,Республика Коми,Komi Republic,11.0,2.0,0.0,0.0,3.0,0.0,0.0
2020-03-25,Кабардино-Балкарская Республика,Kabardino-Balkar Republic,7.0,2.0,0.0,0.0,4.0,0.0,0.0
2020-03-25,Пермский край,Perm,59.0,2.0,0.0,0.0,5.0,0.0,0.0
2020-03-25,Брянская область,Bryansk region,32.0,1.0,0.0,0.0,2.0,0.0,0.0
2020-03-25,Архангельская область,Arkhangelsk region,29.0,1.0,0.0,0.0,3.0,0.0,0.0
2020-03-25,Калининградская область,Kaliningrad region,39.0,1.0,0.0,1.0,8.0,0.0,2.0
2020-03-25,Ставропольский край,Stavropol region,26.0,1.0,0.0,0.0,2.0,0.0,0.0
2020-03-25,Ростовская область,Rostov region,61.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-25,Республика Башкортостан,Republic of Bashkortostan,2.0,1.0,0.0,0.0,4.0,0.0,0.0
2020-03-25,Нижегородская область,Nizhny Novgorod Region,52.0,1.0,0.0,0.0,8.0,0.0,1.0
2020-03-25,Пензенская область,Penza region,58.0,1.0,0.0,0.0,2.0,0.0,0.0
2020-03-25,Челябинская область,Chelyabinsk region,74.0,1.0,0.0,0.0,2.0,0.0,0.0
2020-03-26,Москва,Moscow,77.0,136.0,2.0,1.0,546.0,2.0,15.0
2020-03-26,Свердловская область,Sverdlovsk region,66.0,7.0,0.0,0.0,20.0,0.0,0.0
2020-03-26,Санкт-Петербург,St. Petersburg,78.0,5.0,0.0,0.0,26.0,0.0,2.0
2020-03-26,Пермский край,Perm,59.0,5.0,0.0,0.0,10.0,0.0,0.0
2020-03-26,Республика Саха (Якутия),The Republic of Sakha (Yakutia),14.0,4.0,0.0,0.0,14.0,0.0,0.0
2020-03-26,Ставропольский край,Stavropol region,26.0,3.0,0.0,0.0,5.0,0.0,0.0
2020-03-26,Республика Татарстан,Republic of Tatarstan,16.0,3.0,0.0,0.0,10.0,0.0,0.0
2020-03-26,Челябинская область,Chelyabinsk region,74.0,3.0,0.0,0.0,5.0,0.0,0.0
2020-03-26,Красноярский край,Krasnoyarsk region,24.0,3.0,0.0,0.0,8.0,0.0,3.0
2020-03-26,Псковская область,Pskov region,60.0,2.0,0.0,0.0,6.0,0.0,0.0
2020-03-26,Самарская область,Samara Region,63.0,2.0,0.0,0.0,12.0,0.0,0.0
2020-03-26,Ханты-Мансийский АО,Khanty-Mansiysk,86.0,2.0,0.0,0.0,4.0,0.0,0.0
2020-03-26,Республика Бурятия,The Republic of Buryatia,3.0,2.0,0.0,0.0,2.0,0.0,0.0
2020-03-26,Республика Хакасия,The Republic of Khakassia,19.0,1.0,0.0,0.0,2.0,0.0,0.0
2020-03-26,Кемеровская область,Kemerovo region,42.0,1.0,0.0,0.0,3.0,0.0,1.0
2020-03-26,Новосибирская область,Novosibirsk region,54.0,1.0,0.0,0.0,5.0,0.0,0.0
2020-03-26,Томская область,Tomsk region,70.0,1.0,0.0,0.0,2.0,0.0,0.0
2020-03-26,Хабаровский край,Khabarovsk region,27.0,1.0,0.0,0.0,5.0,0.0,0.0
2020-03-26,Московская область,Moscow region,50.0,0.0,0.0,5.0,41.0,0.0,8.0
2020-03-27,Волгоградская область,Volgograd region,34.0,3.0,0.0,0.0,4.0,0.0,0.0
2020-03-27,Ивановская область,Ivanovo region,37.0,1.0,0.0,0.0,2.0,0.0,0.0
2020-03-27,Кировская область,Kirov region,43.0,1.0,0.0,0.0,8.0,0.0,0.0
2020-03-27,Москва,Moscow,77.0,157.0,1.0,3.0,703.0,3.0,18.0
2020-03-27,Московская область,Moscow region,50.0,8.0,0.0,1.0,49.0,0.0,9.0
2020-03-27,Орловская область,Oryol Region,57.0,1.0,0.0,0.0,3.0,0.0,0.0
2020-03-27,Республика Дагестан,The Republic of Dagestan,5.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-27,Республика Крым,Republic of Crimea,82.0,7.0,0.0,0.0,14.0,0.0,0.0
2020-03-27,Республика Мордовия,The Republic of Mordovia,13.0,2.0,0.0,0.0,2.0,0.0,0.0
2020-03-27,Республика Татарстан,Republic of Tatarstan,16.0,1.0,0.0,1.0,11.0,0.0,1.0
2020-03-27,Ростовская область,Rostov region,61.0,1.0,0.0,0.0,2.0,0.0,0.0
2020-03-27,Самарская область,Samara Region,63.0,2.0,0.0,0.0,14.0,0.0,0.0
2020-03-27,Санкт-Петербург,St. Petersburg,78.0,0.0,0.0,3.0,26.0,0.0,5.0
2020-03-27,Севастополь,Sevastopol,92.0,5.0,0.0,0.0,5.0,0.0,0.0
2020-03-27,Тульская область,Tula region,71.0,1.0,0.0,0.0,8.0,0.0,0.0
2020-03-27,Удмуртская Республика,Udmurt republic,18.0,2.0,0.0,0.0,4.0,0.0,0.0
2020-03-27,Чеченская Республика,Chechen Republic,95.0,2.0,0.0,0.0,3.0,0.0,0.0
2020-03-27,Ярославская область,Yaroslavl region,76.0,1.0,0.0,0.0,2.0,0.0,0.0
2020-03-28,Брянская область,Bryansk region,32.0,1.0,0.0,0.0,3.0,0.0,0.0
2020-03-28,Ивановская область,Ivanovo region,37.0,5.0,0.0,0.0,7.0,0.0,0.0
2020-03-28,Калининградская область,Kaliningrad region,39.0,3.0,0.0,0.0,11.0,0.0,2.0
2020-03-28,Кемеровская область,Kemerovo region,42.0,0.0,0.0,1.0,3.0,0.0,2.0
2020-03-28,Кировская область,Kirov region,43.0,0.0,0.0,2.0,8.0,0.0,2.0
2020-03-28,Костромская область,Kostroma region,44.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-28,Краснодарский край,Krasnodar region,23.0,8.0,0.0,0.0,17.0,0.0,0.0
2020-03-28,Красноярский край,Krasnoyarsk region,24.0,4.0,0.0,0.0,12.0,0.0,3.0
2020-03-28,Ленинградская область,Leningrad region,47.0,4.0,0.0,0.0,7.0,0.0,0.0
2020-03-28,Липецкая область,Lipetsk region,48.0,3.0,0.0,0.0,8.0,0.0,3.0
2020-03-28,Москва,Moscow,77.0,114.0,0.0,0.0,817.0,3.0,18.0
2020-03-28,Московская область,Moscow region,50.0,36.0,0.0,0.0,85.0,0.0,9.0
2020-03-28,Нижегородская область,Nizhny Novgorod Region,52.0,3.0,0.0,0.0,11.0,0.0,1.0
2020-03-28,Новосибирская область,Novosibirsk region,54.0,2.0,0.0,0.0,7.0,0.0,0.0
2020-03-28,Оренбургская область,Orenburg region,56.0,2.0,0.0,0.0,6.0,0.0,0.0
2020-03-28,Пермский край,Perm,59.0,1.0,0.0,0.0,11.0,0.0,0.0
2020-03-28,Республика Адыгея,Republic of Adygea,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-28,Республика Бурятия,The Republic of Buryatia,3.0,6.0,0.0,0.0,8.0,0.0,0.0
2020-03-28,Республика Крым,Republic of Crimea,82.0,1.0,0.0,0.0,15.0,0.0,0.0
2020-03-28,Республика Татарстан,Republic of Tatarstan,16.0,3.0,0.0,0.0,14.0,0.0,1.0
2020-03-28,Самарская область,Samara Region,63.0,0.0,0.0,1.0,14.0,0.0,1.0
2020-03-28,Санкт-Петербург,St. Petersburg,78.0,11.0,0.0,0.0,37.0,0.0,5.0
2020-03-28,Саратовская область,Saratov region,64.0,1.0,0.0,0.0,2.0,0.0,0.0
2020-03-28,Сахалинская область,Sakhalin region,65.0,4.0,0.0,0.0,4.0,0.0,0.0
2020-03-28,Свердловская область,Sverdlovsk region,66.0,4.0,0.0,0.0,24.0,0.0,0.0
2020-03-28,Смоленская область,Smolensk region,67.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-28,Тверская область,Tver region,69.0,0.0,0.0,2.0,3.0,0.0,2.0
2020-03-28,Тульская область,Tula region,71.0,3.0,0.0,0.0,11.0,0.0,0.0
2020-03-28,Челябинская область,Chelyabinsk region,74.0,4.0,0.0,0.0,9.0,0.0,0.0
2020-03-28,Чеченская Республика,Chechen Republic,95.0,2.0,0.0,0.0,5.0,0.0,0.0
2020-03-29,Алтайский край,Altai region,22.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-29,Амурская область,Amurskaya Oblast,28.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-29,Белгородская область,Belgorod region,31.0,1.0,0.0,0.0,2.0,0.0,0.0
2020-03-29,Вологодская область,Vologda Region,35.0,2.0,0.0,0.0,2.0,0.0,0.0
2020-03-29,Иркутская область,Irkutsk region,38.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-29,Калининградская область,Kaliningrad region,39.0,0.0,0.0,0.0,11.0,0.0,2.0
2020-03-29,Кировская область,Kirov region,43.0,1.0,0.0,0.0,9.0,0.0,2.0
2020-03-29,Краснодарский край,Krasnodar region,23.0,0.0,0.0,1.0,17.0,0.0,1.0
2020-03-29,Ленинградская область,Leningrad region,47.0,2.0,0.0,0.0,9.0,0.0,0.0
2020-03-29,Липецкая область,Lipetsk region,48.0,1.0,0.0,0.0,9.0,0.0,3.0
2020-03-29,Москва,Moscow,77.0,197.0,5.0,10.0,1014.0,8.0,28.0
2020-03-29,Московская область,Moscow region,50.0,27.0,0.0,1.0,112.0,0.0,10.0
2020-03-29,Мурманская область,Murmansk region,51.0,2.0,0.0,0.0,3.0,0.0,0.0
2020-03-29,Нижегородская область,Nizhny Novgorod Region,52.0,0.0,0.0,0.0,11.0,0.0,1.0
2020-03-29,Новгородская область,Novgorod region,53.0,2.0,0.0,0.0,3.0,0.0,0.0
2020-03-29,Новосибирская область,Novosibirsk region,54.0,1.0,0.0,0.0,8.0,0.0,0.0
2020-03-29,Омская область,Omsk region,55.0,3.0,0.0,0.0,3.0,0.0,0.0
2020-03-29,Оренбургская область,Orenburg region,56.0,0.0,1.0,0.0,6.0,1.0,0.0
2020-03-29,Пензенская область,Penza region,58.0,5.0,0.0,0.0,7.0,0.0,0.0
2020-03-29,Псковская область,Pskov region,60.0,0.0,1.0,0.0,6.0,1.0,0.0
2020-03-29,Республика Башкортостан,Republic of Bashkortostan,2.0,1.0,0.0,0.0,5.0,0.0,0.0
2020-03-29,Республика Бурятия,The Republic of Buryatia,3.0,5.0,0.0,0.0,13.0,0.0,0.0
2020-03-29,Республика Марий Эл,Mari El Republic,12.0,2.0,0.0,0.0,2.0,0.0,0.0
2020-03-29,Республика Мордовия,The Republic of Mordovia,13.0,1.0,0.0,0.0,3.0,0.0,0.0
2020-03-29,Республика Хакасия,The Republic of Khakassia,19.0,1.0,0.0,0.0,3.0,0.0,0.0
2020-03-29,Республика Коми,Komi Republic,11.0,4.0,0.0,1.0,7.0,0.0,1.0
2020-03-29,Рязанская область,Ryazan Oblast,62.0,1.0,0.0,0.0,3.0,0.0,0.0
2020-03-29,Санкт-Петербург,St. Petersburg,78.0,5.0,1.0,0.0,42.0,1.0,5.0
2020-03-29,Саратовская область,Saratov region,64.0,2.0,0.0,0.0,4.0,0.0,0.0
2020-03-29,Свердловская область,Sverdlovsk region,66.0,0.0,0.0,1.0,24.0,0.0,1.0
2020-03-29,Тамбовская область,Tambov Region,68.0,0.0,0.0,3.0,3.0,0.0,3.0
2020-03-29,Томская область,Tomsk region,70.0,1.0,0.0,1.0,3.0,0.0,1.0
2020-03-29,Тюменская область,Tyumen region,72.0,1.0,0.0,0.0,4.0,0.0,1.0
2020-03-29,Хабаровский край,Khabarovsk region,27.0,2.0,0.0,0.0,7.0,0.0,0.0
2020-03-29,Ханты-Мансийский АО,Khanty-Mansiysk,86.0,1.0,0.0,0.0,5.0,0.0,0.0
2020-03-29,Челябинская область,Chelyabinsk region,74.0,5.0,0.0,0.0,14.0,0.0,0.0
2020-03-29,Чеченская Республика,Chechen Republic,95.0,4.0,0.0,0.0,9.0,0.0,0.0
2020-03-29,Республика Саха (Якутия),The Republic of Sakha (Yakutia),14.0,1.0,0.0,0.0,15.0,0.0,0.0
2020-03-29,Ярославская область,Yaroslavl region,76.0,1.0,0.0,0.0,3.0,0.0,0.0
2020-03-30,Архангельская область,Arkhangelsk region,29.0,4.0,0.0,0.0,7.0,0.0,0.0
2020-03-30,Астраханская область,Astrakhan region,30.0,2.0,0.0,0.0,2.0,0.0,0.0
2020-03-30,Белгородская область,Belgorod region,31.0,3.0,0.0,0.0,5.0,0.0,0.0
2020-03-30,Владимирская область,Vladimir region,33.0,2.0,0.0,0.0,2.0,0.0,0.0
2020-03-30,Ивановская область,Ivanovo region,37.0,2.0,0.0,0.0,9.0,0.0,0.0
2020-03-30,Иркутская область,Irkutsk region,38.0,1.0,0.0,0.0,2.0,0.0,0.0
2020-03-30,Кабардино-Балкарская Республика,Kabardino-Balkar Republic,7.0,2.0,0.0,0.0,6.0,0.0,0.0
2020-03-30,Калининградская область,Kaliningrad region,39.0,1.0,0.0,0.0,12.0,0.0,2.0
2020-03-30,Калужская область,Kaluga region,40.0,1.0,0.0,0.0,3.0,0.0,0.0
2020-03-30,Кировская область,Kirov region,43.0,3.0,0.0,0.0,12.0,0.0,2.0
2020-03-30,Красноярский край,Krasnoyarsk region,24.0,2.0,0.0,0.0,14.0,0.0,3.0
2020-03-30,Ленинградская область,Leningrad region,47.0,2.0,0.0,0.0,11.0,0.0,0.0
2020-03-30,Липецкая область,Lipetsk region,48.0,1.0,0.0,0.0,10.0,0.0,3.0
2020-03-30,Москва,Moscow,77.0,212.0,0.0,0.0,1226.0,8.0,28.0
2020-03-30,Московская область,Moscow region,50.0,7.0,0.0,4.0,119.0,0.0,14.0
